X1,X2,in_trial,U,xb1,xb2,p1,p2,p3,UNIF,S,A,Y1,Y0,Y
1.337602,-1.795602,0,-.1718947,,,,,,,0,0,-.1870298,1.514511,0
-.5216455,.5019475,0,.3413652,,,,,,,0,0,2.32036,1.69915,0
1.441512,-.881609,0,.572453,,,,,,,0,0,.6080323,3.35195,0
.042232,1.939067,0,-.5424706,,,,,,,0,0,.4635358,3.535741,0
.0801156,1.053803,0,-.7191191,,,,,,,0,0,-.3393859,1.386649,0
-.8929194,.2872276,0,.4966257,,,,,,,0,0,3.072473,1.210275,0
.1844565,-.4251419,0,-.1944222,,,,,,,0,0,-.2155273,.013401,0
-1.297884,-.2203413,0,.6043272,,,,,,,0,0,.5364611,.4845263,0
-1.717963,-.7790948,0,1.516569,,,,,,,0,0,1.714622,.0641476,0
.2543352,-.6046498,0,.3664986,,,,,,,0,0,1.797011,1.510232,0
-.5349183,-.3546475,0,-.9944627,,,,,,,0,0,-1.55116,-.3609159,0
.9563639,.5540223,0,1.355652,,,,,,,0,0,2.827502,3.996456,0
-.6128208,-.037964,0,1.733657,,,,,,,0,0,3.362965,2.868758,0
.7046135,-.5210887,0,-.6696178,,,,,,,0,0,-1.828893,.4650905,0
.2135938,.4675237,0,-.8748652,,,,,,,0,0,-.2403751,2.014572,0
1.042674,.3617871,0,1.389441,,,,,,,0,0,4.427883,5.846195,0
1.257769,-1.178813,0,.0901069,,,,,,,0,0,.4002989,-.024108,0
.3096072,.6128771,0,-.8029508,,,,,,,0,0,-.5793008,2.136067,0
.6681844,.0332712,0,1.44486,,,,,,,0,0,5.712019,3.628004,0
.5506999,.304389,0,-2.293156,,,,,,,0,0,-3.70689,-.1269,0
-1.38807,-.9839457,0,.4994686,,,,,,,0,0,2.443107,-.8838443,0
-.6928024,-.1582378,0,.9819583,,,,,,,0,0,2.222059,-1.669272,0
1.263783,-.0652682,0,.1297583,,,,,,,0,0,1.778303,2.967854,0
1.813213,-.518729,0,-.2306519,,,,,,,0,0,2.316674,2.19919,0
.5922725,-.650552,0,-.3866028,,,,,,,0,0,2.056675,1.752904,0
-.0053175,-2.875961,0,.4627859,,,,,,,0,0,.8251612,-.3887972,0
-.9777023,.2134512,0,-1.098684,,,,,,,0,0,-3.765056,2.142123,0
-.3261089,-1.198414,0,-.7562987,,,,,,,0,0,-.8836848,-2.101876,0
-.6231895,-.7645265,0,-.921842,,,,,,,0,0,-.25973,-2.121603,0
-.0923925,-.4378615,0,-.8905786,,,,,,,0,0,-.3246099,-.5181392,0
.2483975,-.0638933,0,.1530484,,,,,,,0,0,1.81214,.5064092,0
.6164464,.316739,0,.2919969,,,,,,,0,0,.9895034,2.088307,0
.2177292,.0842839,0,.9297524,,,,,,,0,0,5.00657,2.730932,0
.2318721,-1.650635,0,-.3827151,,,,,,,0,0,-.7774838,-1.229124,0
-.3691988,.5841016,0,-.8954638,,,,,,,0,0,1.174307,.1698314,0
-1.121434,.4092185,0,2.39738,,,,,,,0,0,5.649766,3.667836,0
.8659205,.827742,0,.0106147,,,,,,,0,0,1.416744,3.55443,0
-.4900355,.2743699,0,-1.074098,,,,,,,0,0,-1.336914,.8848648,0
.3350175,-.8022436,0,-1.464238,,,,,,,0,0,-2.008011,-.2658998,0
-1.12663,1.715792,0,.3501155,,,,,,,0,0,1.312413,3.102154,0
1.418317,.7869053,0,.0262322,,,,,,,0,0,2.472511,3.684213,0
1.725139,-.1972744,0,-1.068272,,,,,,,0,0,-.1537774,1.592152,0
.0681999,.1030928,0,-1.106958,,,,,,,0,0,-.860082,-.4215963,0
.9012681,-.0352052,0,-.3496661,,,,,,,0,0,2.029263,2.551998,0
-1.725349,-.3970181,0,1.21251,,,,,,,0,0,2.077904,.9098086,0
-.0262311,-1.692108,0,2.071627,,,,,,,0,0,3.570266,2.203014,0
-.5063008,.8786709,0,-.21078,,,,,,,0,0,-1.265407,1.940729,0
1.632302,-1.357396,0,-1.629382,,,,,,,0,0,-3.270271,-.1071403,0
-2.165645,-1.120597,0,.1857911,,,,,,,0,0,-3.14888,-.1438575,0
-.9461389,-.6037419,0,.7959777,,,,,,,0,0,.3809371,.7329818,0
-.3688518,.8004358,0,.0282887,,,,,,,0,0,1.520956,2.095456,0
1.043065,-1.643211,0,-2.125392,,,,,,,0,0,-2.424771,-2.010319,0
.0138681,-1.666603,0,-1.157533,,,,,,,0,0,-2.820925,-.7602237,0
1.041366,-2.46878,0,.6443915,,,,,,,0,0,-.207237,1.06487,0
-2.067846,-1.521033,0,-1.388788,,,,,,,0,0,-2.983068,-3.834494,0
-1.357934,-.9674249,0,.7718021,,,,,,,0,0,.2241214,-.780354,0
-.2031273,.535715,0,-1.204965,,,,,,,0,0,-.4329935,1.33642,0
.9224973,-.0249852,0,.9118429,,,,,,,0,0,3.590042,3.641073,0
-.0399936,-.4298131,0,.568197,,,,,,,0,0,.7496732,1.770038,0
-1.100639,.4276902,0,-.1029633,,,,,,,0,0,1.375718,2.425971,0
.2400467,-.2289391,0,-1.972219,,,,,,,0,0,-4.409966,1.07788,0
-.876792,-.4023098,0,-.4406856,,,,,,,0,0,.5145926,-.0951734,0
-1.325115,-.923346,0,.5916982,,,,,,,0,0,.6163762,.823375,0
-.4416381,.6064919,0,.326202,,,,,,,0,0,1.394919,.5086347,0
.1455765,.0764159,0,-.325936,,,,,,,0,0,1.364008,1.303365,0
.0343144,-1.861741,0,.3224631,,,,,,,0,0,1.014039,.1406871,0
.3967384,-.2466851,0,-.5599073,,,,,,,0,0,-1.061551,1.11556,0
-1.190245,-1.520031,0,-.0953882,,,,,,,0,0,-.4173451,-.840979,0
1.193113,.4930094,0,-.6309075,,,,,,,0,0,.0886595,3.594934,0
-.5641736,-.1171724,0,.559412,,,,,,,0,0,1.465838,1.468765,0
-.0257205,-.0641092,0,-1.170619,,,,,,,0,0,-2.303573,1.236861,0
.7897299,-1.808264,0,.869265,,,,,,,0,0,2.354731,1.263945,0
-.0195792,-.6216754,0,-1.663842,,,,,,,0,0,-3.427469,-.6247349,0
.6599166,-1.216457,0,-.6897747,,,,,,,0,0,-1.947621,1.073627,0
-.2859116,.3130961,0,1.767075,,,,,,,0,0,4.174793,2.347689,0
2.101125,-1.180116,0,-.5710825,,,,,,,0,0,1.186374,1.928995,0
-1.199916,-.5892477,0,1.283449,,,,,,,0,0,1.914842,.6652655,0
-.6695122,-2.172945,0,-.9485257,,,,,,,0,0,-3.124707,-2.140182,0
-1.131317,.787016,0,-.4674059,,,,,,,0,0,-.9672437,1.075266,0
-1.038904,-1.092344,0,1.439434,,,,,,,0,0,2.743476,.9667985,0
1.40417,-1.11599,0,.2977013,,,,,,,0,0,1.053058,3.778379,0
-.3824396,.8565949,0,-.7172055,,,,,,,0,0,-1.813593,1.593112,0
-.9659386,-.4846052,0,-.9762543,,,,,,,0,0,-.9124812,-.9578586,0
-1.225211,.2376767,0,-.5951832,,,,,,,0,0,-.9671217,-1.029752,0
-.5996758,-.8644013,0,-.63591,,,,,,,0,0,-1.16003,-.9998351,0
.0441751,1.077949,0,-1.193166,,,,,,,0,0,-1.667215,1.784197,0
.370216,-.3761005,0,-.00361,,,,,,,0,0,.0903839,1.894141,0
-.9082004,.5573239,0,-.8379015,,,,,,,0,0,-1.077651,.1190286,0
1.050184,-.5764009,0,-.0646003,,,,,,,0,0,-.0529911,1.811948,0
.6103699,-.622568,0,1.41661,,,,,,,0,0,3.54059,2.93447,0
.5561114,-.4654056,0,3.009937,,,,,,,0,0,7.764643,4.899786,0
.5940366,-1.418441,0,-.2430232,,,,,,,0,0,-1.116824,2.416143,0
-.5832095,.5015105,0,-.5631848,,,,,,,0,0,-.9632957,1.501148,0
-.4035355,-1.5215,0,.6841604,,,,,,,0,0,.4113573,.5710664,0
-.8329758,-2.134453,0,-.2214042,,,,,,,0,0,-1.772969,-1.708406,0
.5727798,.352602,0,-.8436506,,,,,,,0,0,.6387161,2.245169,0
-.4550903,.4710764,0,-.6629442,,,,,,,0,0,-2.472462,1.302524,0
1.48951,-1.624874,0,-1.347497,,,,,,,0,0,-2.781891,1.72016,0
-.635764,-.7281937,0,-1.00801,,,,,,,0,0,-1.574377,.0618194,0
-3.056557,-1.160586,0,-.5385168,,,,,,,0,0,-3.980184,-5.511099,0
-.7515229,-.2534295,0,-.0873335,,,,,,,0,0,-1.11108,1.998545,0
.2865701,-.1054358,0,-.8478622,,,,,,,0,0,-.802592,2.205086,0
-.9815687,.9667996,0,-1.68795,,,,,,,0,0,-3.607137,-.5965544,0
.0462956,-.5594703,0,1.879637,,,,,,,0,0,1.132443,2.038539,0
.8092868,-1.739619,0,1.353271,,,,,,,0,0,3.627108,2.005221,0
-1.115946,-.983893,0,1.622895,,,,,,,0,0,3.233864,.3345627,0
-1.799606,-.6171859,0,1.246264,,,,,,,0,0,2.243316,.9242321,0
.8567112,-1.375008,0,.3146977,,,,,,,0,0,1.980162,1.37323,0
-.3958792,-1.350937,0,-.5529312,,,,,,,0,0,-1.814745,-1.360519,0
.6290924,-1.759528,0,-1.027217,,,,,,,0,0,-2.775768,-.5908517,0
-.8738032,-1.956001,0,.5414028,,,,,,,0,0,.1587397,1.129051,0
-.902853,1.275512,0,-1.076483,,,,,,,0,0,-3.833354,.2033598,0
.2532596,.9533877,0,-.6507295,,,,,,,0,0,.7141306,1.219842,0
1.385116,.5270826,0,1.586282,,,,,,,0,0,4.427944,3.485621,0
-.2081001,1.348197,0,-.0640672,,,,,,,0,0,-1.47792,1.745359,0
-.3546715,1.805565,0,1.248033,,,,,,,0,0,4.897602,2.784512,0
-.9455067,.6347059,0,-2.380092,,,,,,,0,0,-5.112105,-.2037121,0
.4220524,-1.061222,0,1.532351,,,,,,,0,0,2.259365,1.26701,0
.7558626,1.49159,0,.8212157,,,,,,,0,0,3.621223,4.180231,0
.6672729,-.3828998,0,2.27657,,,,,,,0,0,4.726213,3.238151,0
-.6867221,-.5881446,0,-.3375555,,,,,,,0,0,.2326812,-1.080396,0
-.189864,-.9098169,0,-.6745572,,,,,,,0,0,-.5824143,1.155841,0
.1300887,-.0365172,0,1.914888,,,,,,,0,0,4.958546,3.988624,0
-.6821852,-1.291606,0,-.6276994,,,,,,,0,0,-2.526509,-1.205903,0
-.6685307,.3467859,0,1.143343,,,,,,,0,0,2.890892,3.653315,0
-.4589264,-2.061025,0,-1.159511,,,,,,,0,0,-2.587375,-1.862026,0
-.2743214,-1.266862,0,.0038527,,,,,,,0,0,-1.664266,.8150778,0
-1.264906,2.092771,0,-.1428439,,,,,,,0,0,.922779,3.334955,0
.3429307,-.9120619,0,.6316246,,,,,,,0,0,.8598053,.1945506,0
-1.79087,-.7024906,0,.3518295,,,,,,,0,0,.1518425,-.2427446,0
.4293359,-1.97832,0,-.2983065,,,,,,,0,0,-2.042956,-1.007605,0
.8277764,.5363264,0,-.7053806,,,,,,,0,0,-.9424891,1.647583,0
2.531126,.0576849,0,-.1508018,,,,,,,0,0,-.2137452,4.254086,0
-.1756176,.0243258,0,-.59694,,,,,,,0,0,-.9032791,1.41751,0
-1.462254,1.119961,0,-.5069126,,,,,,,0,0,.0656043,-.4653766,0
-1.25489,1.099749,0,.5436565,,,,,,,0,0,1.188299,1.308364,0
-.5157894,1.506314,0,.2879234,,,,,,,0,0,1.62147,3.282924,0
-1.075075,-.0984586,0,-.4701341,,,,,,,0,0,-1.877829,.3826616,0
-1.301218,2.167375,0,-.3811687,,,,,,,0,0,-.1760611,1.018095,0
-1.455868,-1.00834,0,.548844,,,,,,,0,0,-.8954343,-1.660289,0
-.2278033,-.0462275,0,-.2453778,,,,,,,0,0,-.8243207,-1.192298,0
.3828739,.4568706,0,-.0237154,,,,,,,0,0,1.152188,1.953762,0
.0638073,-.179809,0,-.181675,,,,,,,0,0,.0116491,.1825438,0
-.962458,-.4629993,0,.0960913,,,,,,,0,0,1.879211,-.5792106,0
.2510523,-.1829259,0,-1.673541,,,,,,,0,0,-1.596499,.8072634,0
1.667724,.3924195,0,-.56931,,,,,,,0,0,-.7477952,3.679292,0
.7215068,-.8853385,0,.544965,,,,,,,0,0,.8486165,3.117732,0
-.423823,.3648924,0,-1.73789,,,,,,,0,0,-1.706256,.468684,0
-.4194455,1.0449,0,1.811816,,,,,,,0,0,2.163222,3.2612,0
-1.091875,-1.662211,0,-.722414,,,,,,,0,0,-2.947226,-.1414878,0
1.141779,-.4536157,0,-.446685,,,,,,,0,0,.8773637,.8150107,0
.115062,-1.363831,0,1.292202,,,,,,,0,0,2.021461,.6413743,0
.1396361,1.800011,0,.4082752,,,,,,,0,0,3.518548,2.394537,0
-.375792,-1.183516,0,-1.483906,,,,,,,0,0,-3.359449,-.8955656,0
1.455173,.0691196,0,.4470515,,,,,,,0,0,2.089503,4.022981,0
-1.480295,.8620331,0,.4645195,,,,,,,0,0,.5248348,1.068589,0
-.303034,-.5475132,0,-.141695,,,,,,,0,0,-.0365531,-.1052963,0
-1.174645,-.0237481,0,.1125953,,,,,,,0,0,.2326154,-.3032904,0
-.9346102,-1.573848,0,-.5152162,,,,,,,0,0,-.631581,-.2902247,0
-1.034063,.6588098,0,-.5746238,,,,,,,0,0,-2.126126,1.632171,0
-.2097323,.9353288,0,-.3430426,,,,,,,0,0,-.8510842,1.770168,0
-.3667274,-.0269944,0,-.0541588,,,,,,,0,0,-.6288591,1.727638,0
-.1416183,-1.865677,0,.3115869,,,,,,,0,0,-1.357637,-1.940728,0
.4257173,.5344027,0,-.5704595,,,,,,,0,0,-.3835811,1.390771,0
.0434469,-1.306157,0,-1.111894,,,,,,,0,0,-2.099492,-.9694747,0
-1.219306,-.7304084,0,-.2436143,,,,,,,0,0,-1.631853,-1.984453,0
-.7596794,-.0185844,0,.7317541,,,,,,,0,0,1.427585,1.992365,0
-.8917115,-.0313151,0,-.1815055,,,,,,,0,0,.3123555,-.1064053,0
-1.656238,.6243482,0,-.7359115,,,,,,,0,0,-1.495501,-.2988264,0
-.6797725,-1.247051,0,-1.60615,,,,,,,0,0,-5.685493,-3.272978,0
-.5875017,-.9667968,0,.0213739,,,,,,,0,0,.7831491,.371394,0
.9384006,-.5991075,0,-.7327366,,,,,,,0,0,1.079517,-.1920066,0
-.5398605,-.0523998,0,-.1160813,,,,,,,0,0,1.235539,.784676,0
-1.385857,1.359936,0,-1.45127,,,,,,,0,0,-2.498743,-.6445027,0
.1521318,.1579306,0,1.075905,,,,,,,0,0,4.071606,3.197753,0
.5484967,-2.025057,0,.9858072,,,,,,,0,0,1.755394,2.148663,0
.5123745,.875066,0,.613467,,,,,,,0,0,1.910459,4.093469,0
-.7674532,.6704807,0,-.3393172,,,,,,,0,0,-.5272249,.0073692,0
.4044553,.8261161,0,-1.082016,,,,,,,0,0,1.246788,1.149468,0
-.9753616,-.4068745,0,-1.324805,,,,,,,0,0,-2.600875,-.401663,0
.9338586,-1.293272,0,1.326388,,,,,,,0,0,2.513966,4.568522,0
.683806,-1.672282,0,-.1310789,,,,,,,0,0,-.0960272,-.6861002,0
-.49554,1.586234,0,.5073497,,,,,,,0,0,2.722585,5.083636,0
2.195374,-1.394841,0,-.7553281,,,,,,,0,0,-.4611813,2.922206,0
-.2059049,.5800558,0,.3100104,,,,,,,0,0,.9694357,3.25942,0
-.8798796,-.4045142,0,.1694627,,,,,,,0,0,-.4220379,-.141887,0
.0121654,2.011453,0,-.0789299,,,,,,,0,0,1.738153,1.380696,0
1.100163,.4853789,0,.4979196,,,,,,,0,0,2.707445,4.281784,0
-1.810562,.0476757,0,.252247,,,,,,,0,0,-1.077613,.4048728,0
1.325214,-1.816991,0,.4206294,,,,,,,0,0,2.595431,1.310096,0
.4719039,-1.017571,0,.1387152,,,,,,,0,0,.752697,-.0783773,0
1.421408,-.3920766,0,-.1037126,,,,,,,0,0,2.06403,3.610622,0
-.4919284,-.7824677,0,.8059724,,,,,,,0,0,.9426185,-.5322188,0
1.536825,2.186727,0,-2.563861,,,,,,,0,0,-3.529307,4.735207,0
.0663867,.4191975,0,-.2275627,,,,,,,0,0,1.422566,1.940761,0
.7546707,1.185735,0,.3022722,,,,,,,0,0,2.50476,3.365893,0
-.9978239,-.6106945,0,-.5690174,,,,,,,0,0,-1.572844,-1.051811,0
-1.028863,.6365744,0,.0699602,,,,,,,0,0,-.2766243,1.290516,0
-.5331053,-1.90346,0,.7687301,,,,,,,0,0,1.553717,-.151639,0
-.6144855,-1.154545,0,-1.487994,,,,,,,0,0,-4.472843,-1.031921,0
.0719432,-1.352839,0,-.0160386,,,,,,,0,0,1.494509,1.088888,0
1.058213,-.1783321,0,-1.404355,,,,,,,0,0,-2.578487,2.640095,0
.0267322,.4727595,0,.3495193,,,,,,,0,0,1.658193,3.245778,0
.2187935,.4487156,0,-1.769257,,,,,,,0,0,-4.071558,.0636592,0
.7413605,.5841001,0,-.9383007,,,,,,,0,0,-1.698372,.6379912,0
-.4843137,.0020118,0,-1.14351,,,,,,,0,0,-2.908784,1.308391,0
.4398991,.2621336,0,-.8642843,,,,,,,0,0,.4636189,.0861539,0
.557147,1.380764,0,1.167409,,,,,,,0,0,4.248532,5.926589,0
.9194972,-.3390791,0,.6727287,,,,,,,0,0,3.63415,4.020695,0
-.8643882,-2.370826,0,1.570307,,,,,,,0,0,2.47467,1.983409,0
-.1540202,.4219714,0,.8831475,,,,,,,0,0,2.271044,3.51982,0
-.2072741,-1.811127,0,1.107337,,,,,,,0,0,3.01906,1.48503,0
.6436725,-.5698418,0,-2.689679,,,,,,,0,0,-4.175025,-1.969693,0
1.462315,.2419518,0,1.498174,,,,,,,0,0,4.365022,3.14453,0
-2.085813,-.0643272,0,.3884157,,,,,,,0,0,-.2694584,.5246022,0
-.7269634,.4976447,0,-.598847,,,,,,,0,0,-.0409157,-.2254449,0
.928664,1.215969,0,1.157546,,,,,,,0,0,2.769461,3.255205,0
1.02023,.1638078,0,-.0715011,,,,,,,0,0,2.411877,5.681908,0
1.548656,-.6965262,0,-.0920479,,,,,,,0,0,.5136796,2.166845,0
-1.135834,-.0617642,0,-.8097607,,,,,,,0,0,-.9319477,.1683592,0
-.8813732,-.4355962,0,-.1410118,,,,,,,0,0,-1.051851,.4434268,0
1.281546,.8364126,0,-.5617031,,,,,,,0,0,1.112579,4.19126,0
-2.234295,1.273604,0,2.171565,,,,,,,0,0,4.278197,2.17001,0
.6359277,.2710894,0,-.7820892,,,,,,,0,0,.680823,2.817814,0
.1362664,.2089959,0,.1096381,,,,,,,0,0,1.336446,1.911186,0
-1.82448,.493807,0,-1.303488,,,,,,,0,0,-1.836435,-1.242862,0
-.1865299,.1247689,0,1.394384,,,,,,,0,0,3.689477,1.44366,0
.3493554,-.2386152,0,.4035875,,,,,,,0,0,.8128092,2.672416,0
.1190264,.0691939,0,.9195598,,,,,,,0,0,2.999328,1.210313,0
-2.021577,-.2780106,0,-1.109439,,,,,,,0,0,-2.916043,-2.46408,0
-.5529826,1.30593,0,1.609235,,,,,,,0,0,3.220934,4.945105,0
.190155,-.0455073,0,-3.523933,,,,,,,0,0,-6.252556,-1.321429,0
-.5499431,-.6345633,0,-.628038,,,,,,,0,0,-1.872188,.5782523,0
.0771707,-.5528256,0,2.079601,,,,,,,0,0,4.63188,3.426298,0
1.228029,.8129296,0,1.209013,,,,,,,0,0,5.792385,6.114216,0
-.2865828,-1.48779,0,-1.22056,,,,,,,0,0,-4.285701,-.8831131,0
-1.269056,-.6900989,0,-.3278016,,,,,,,0,0,-.1302969,.1200487,0
-.3024282,.2425999,0,1.126663,,,,,,,0,0,2.609157,3.742198,0
-.6108271,-.2569658,0,.0047658,,,,,,,0,0,-1.47304,-.3950768,0
.2573425,.8812995,0,-.105656,,,,,,,0,0,2.666916,3.44285,0
.9690744,-.9485971,0,.1395111,,,,,,,0,0,.3111348,1.115981,0
.4704007,.6074862,0,1.214706,,,,,,,0,0,4.721964,4.774082,0
-1.458392,-.8701277,0,.7584896,,,,,,,0,0,1.32539,-.3562608,0
-.9753469,-.7229332,0,-.8631567,,,,,,,0,0,-3.176063,.2824198,0
-1.21713,-1.248211,0,.9658512,,,,,,,0,0,1.64263,1.015166,0
.3761362,-.014241,0,.1727025,,,,,,,0,0,-.3778444,2.280553,0
-.2695175,-.3574629,0,1.690145,,,,,,,0,0,3.668627,2.134156,0
-.7172449,1.838078,0,.3149826,,,,,,,0,0,1.115379,2.967366,0
-.4564708,-2.153524,0,-.5299274,,,,,,,0,0,-.7522391,-2.144719,0
-.2522022,-.274491,0,-1.438334,,,,,,,0,0,-.7919164,1.125582,0
-1.129709,.6830016,0,-.149306,,,,,,,0,0,-.6970365,.3561733,0
-1.040195,-1.152435,0,.4470972,,,,,,,0,0,.266662,.0023343,0
-2.190217,-1.442483,0,-.5353203,,,,,,,0,0,-2.270292,-2.356153,0
-.2972859,-.4808264,0,-1.778707,,,,,,,0,0,-4.193882,-1.452551,0
.5802835,-1.6195,0,.3204509,,,,,,,0,0,.4993519,.8512203,0
-.1979904,-1.046066,0,.4886851,,,,,,,0,0,.2123039,.9185479,0
.2507184,-.4142838,0,.3797393,,,,,,,0,0,3.16328,1.393948,0
-2.1668,.7427934,0,1.134243,,,,,,,0,0,.9738212,-.4418841,0
.444208,.1380467,0,2.113317,,,,,,,0,0,4.889871,3.670804,0
.1344651,.6003051,0,-1.764283,,,,,,,0,0,-2.057359,.2051233,0
-.2569805,.9981986,0,.027945,,,,,,,0,0,.3200181,1.060389,0
-1.112677,-.5077428,0,-.3293462,,,,,,,0,0,-1.815527,.7294421,0
-1.909709,.7593899,0,-.1932704,,,,,,,0,0,-.3045074,.5227298,0
-.2170672,.1440841,0,-2.670456,,,,,,,0,0,-5.334125,-1.247841,0
1.280476,-2.540042,0,-.3374021,,,,,,,0,0,-.9194723,-.2193346,0
-2.645026,-.0982365,0,-.8194856,,,,,,,0,0,-2.487049,-1.908114,0
.6071275,-.0399074,0,1.983442,,,,,,,0,0,3.065299,2.896357,0
.4871634,-1.716857,0,-.555913,,,,,,,0,0,-.645264,-.4307612,0
-1.293483,-.9523744,0,-.429515,,,,,,,0,0,-.2921236,-1.831597,0
-.584632,.8972545,0,.6107315,,,,,,,0,0,.0846631,2.823418,0
-.1868997,.1687142,0,.514372,,,,,,,0,0,1.605977,1.894406,0
-1.113964,-.4145043,0,-.4224314,,,,,,,0,0,-.2931585,-1.10428,0
.8923253,-1.175016,0,1.086244,,,,,,,0,0,2.593024,1.190097,0
-1.259563,-1.600427,0,.5492283,,,,,,,0,0,2.216327,.6224238,0
-1.578109,1.208114,0,1.241648,,,,,,,0,0,3.097418,4.420617,0
1.306392,1.313343,0,.1002514,,,,,,,0,0,2.531355,4.646079,0
.4581173,-.4098762,0,1.232285,,,,,,,0,0,2.462004,2.886154,0
-.6194801,.5752719,0,1.056769,,,,,,,0,0,2.304359,2.794461,0
-1.392895,-1.618403,0,2.00232,,,,,,,0,0,1.606992,.4477284,0
2.484442,-1.570496,0,-.612832,,,,,,,0,0,-.1045775,2.745375,0
.5394821,.7418817,0,-.1408021,,,,,,,0,0,1.237104,3.174553,0
-1.291945,-.2495643,0,-.199452,,,,,,,0,0,.2205669,-.006984,0
1.299836,.8516569,0,-.508669,,,,,,,0,0,.7058856,2.332864,0
-1.243692,1.642995,0,-1.00363,,,,,,,0,0,-.6770132,-.1470854,0
-1.193766,-.8938892,0,.0657209,,,,,,,0,0,-.3154981,.1917416,0
2.001973,-.4734128,0,-.739862,,,,,,,0,0,-.4659402,-.1124579,0
-1.067717,-.3979426,0,-.8780279,,,,,,,0,0,-1.696796,.1050239,0
-1.893,-.269484,0,-2.151279,,,,,,,0,0,-5.715932,-2.030175,0
1.004317,-1.19371,0,.3245566,,,,,,,0,0,-.1704282,2.948586,0
-1.842413,-.5795915,0,-.4471347,,,,,,,0,0,-.1749606,-.5772642,0
-.3390541,2.194681,0,.8130148,,,,,,,0,0,3.287636,3.105756,0
-.454634,.4281089,0,1.7007,,,,,,,0,0,3.753364,3.568809,0
-1.49674,.1674403,0,.4602868,,,,,,,0,0,-.0409004,-.4660689,0
-.1695011,-1.394269,0,-2.14673,,,,,,,0,0,-2.995336,-3.011003,0
1.706129,-1.338123,0,-.5396423,,,,,,,0,0,-.2691588,1.31021,0
-.9577818,1.105346,0,1.641879,,,,,,,0,0,3.590789,2.643782,0
-1.176102,-.615896,0,-.2004464,,,,,,,0,0,-.9985374,-1.831776,0
-.3013843,-1.292701,0,-1.105017,,,,,,,0,0,-3.114215,-1.631057,0
.8893574,-1.444199,0,-.3070605,,,,,,,0,0,.0914928,.2395727,0
.6981992,1.395526,0,-1.340639,,,,,,,0,0,-.4330508,-.1380282,0
-1.053729,-.3211249,0,.9799423,,,,,,,0,0,2.933245,.8247151,0
1.546256,-1.262354,0,.9805755,,,,,,,0,0,2.399279,3.681007,0
-1.328008,-.8217078,0,-1.353174,,,,,,,0,0,-3.562851,-1.26776,0
.3681819,.4805152,0,-.4752259,,,,,,,0,0,-.0439672,1.812045,0
-1.756186,-.5258216,0,1.196675,,,,,,,0,0,1.956608,.3471463,0
-.8290966,1.161294,0,-.3527603,,,,,,,0,0,-.4018595,-.467726,0
1.711796,-.064744,0,-.5675708,,,,,,,0,0,1.391535,2.185206,0
-1.034346,-.3216151,0,-.3964555,,,,,,,0,0,-1.004119,.0646432,0
.0575635,-1.243494,0,-1.11135,,,,,,,0,0,-2.087284,-.8331811,0
1.294896,.3084062,0,.4949436,,,,,,,0,0,1.538842,3.056036,0
-.873835,-.5652625,0,-.4356392,,,,,,,0,0,-1.213322,-1.936129,0
-.7492777,.0661114,0,-1.172064,,,,,,,0,0,-1.143058,.1192938,0
.2955734,-.151313,0,-.4432366,,,,,,,0,0,.5924408,-.3192373,0
-.3487345,.2493121,0,1.504777,,,,,,,0,0,3.654883,2.567623,0
1.19548,-1.541873,0,.6299713,,,,,,,0,0,1.05594,2.019469,0
-1.498139,-1.329946,0,2.123944,,,,,,,0,0,5.431695,-.8995235,0
.6144453,.7485231,0,-1.317412,,,,,,,0,0,-2.141093,.6122034,0
-2.281154,-.5781459,0,-.1873338,,,,,,,0,0,-1.951454,-2.130087,0
-.1915164,1.377486,0,-.20906,,,,,,,0,0,.5484285,1.392894,0
1.124667,1.342115,0,-1.072223,,,,,,,0,0,-1.284283,2.819301,0
.3443629,-.3844219,0,.7107823,,,,,,,0,0,1.544012,1.047673,0
.2150049,-1.262773,0,1.046379,,,,,,,0,0,1.824592,1.382954,0
-.0765749,-.4111197,0,-.6512818,,,,,,,0,0,-1.833073,1.992439,0
-.0970258,-1.707713,0,-1.453991,,,,,,,0,0,-3.417144,-1.435022,0
2.453191,-.8167716,0,1.220847,,,,,,,0,0,2.688753,3.919189,0
-1.770244,.8006125,0,-.844734,,,,,,,0,0,-1.799487,-.2972672,0
1.256734,-1.263949,0,-.6886654,,,,,,,0,0,-3.328467,1.87484,0
-1.284912,.030106,0,-.0575647,,,,,,,0,0,.4279855,.4136794,0
-2.04076,1.17049,0,-.0826526,,,,,,,0,0,.5164459,-.2788296,0
-2.354888,-1.602123,0,.4768607,,,,,,,0,0,-.8716801,-2.191254,0
-.6815121,.2841669,0,1.423247,,,,,,,0,0,2.507904,.5430874,0
1.207196,-.8968644,0,1.745437,,,,,,,0,0,5.477321,4.714613,0
.3169767,.3615782,0,1.293854,,,,,,,0,0,2.854532,4.93606,0
-.9293362,-1.368784,0,1.222223,,,,,,,0,0,.8015231,1.1135,0
-1.400732,.3342401,0,-1.289599,,,,,,,0,0,-2.556944,-3.404654,0
-.038725,.3626952,0,-.2991745,,,,,,,0,0,-.8767156,1.199577,0
-.9956433,.0489671,0,.6313949,,,,,,,0,0,.5573683,1.437556,0
-.2378856,.1922864,0,-.4381164,,,,,,,0,0,-.7117236,1.174429,0
